close
4564.0
4563.75
4563.75
4563.5
4563.5
4563.5
4563.75
4563.75
4563.5
4563.25
4563.25
4563.0
4563.0
4563.25
4563.5
4563.5
4563.5
4563.5
4563.5
4563.75
4563.75
4563.5
4563.75
4563.75
4563.75
4564.0
4564.25
4564.25
4564.0
4564.0
4563.75
4564.0
4564.0
4564.0
4564.0
4564.0
4564.0
4564.0
4564.0
4564.0
4564.0
4564.25
4564.25
4564.5
4564.5
4564.5
4564.75
4564.75
4564.75
4564.75
4564.75
4564.75
4564.75
4565.0
4564.75
4564.75
4564.75
4565.0
4564.75
4564.75
4565.0
4564.75
4564.75
4564.5
4564.75
4564.5
4564.5
4564.5
4564.75
4565.0
4565.0
4565.25
4565.25
4565.25
4565.5
4565.25
4565.25
4565.25
4565.25
4565.5
4565.5
4565.5
4565.25
4565.5
4565.25
4565.25
4565.5
4565.25
4565.5
4565.5
4565.5
4565.75
4565.75
4565.75
4565.75
4565.75
4565.5
4565.5
4565.5
4565.5
4565.5
4565.5
4565.5
4565.25
4565.25
4565.25
4565.25
4565.5
4565.25
4565.5
4565.25
4565.5
4565.5
4565.25
4565.5
4565.25
4565.5
4565.5
4565.5
4565.5
4565.75
4566.0
4565.75
4565.75
4565.75
4565.75
4565.5
4565.75
4565.5
4565.5
4565.5
4565.5
4565.5
4565.5
4565.5
4565.5
4565.5
4565.5
4565.75
4566.25
4566.0
4566.0
4566.25
4566.25
4566.0
4566.25
4566.0
4566.0
4566.25
4566.25
4566.0
4566.0
4566.25
4566.25
4566.25
4566.25
4566.0
4566.0
4566.0
4566.0
4566.0
4566.0
4566.0
4566.0
4566.0
4566.0
4566.0
4566.0
4566.0
4566.0
4565.75
4566.0
4565.75
4565.75
4565.5
4565.75
4565.75
4565.75
4565.75
4565.75
4565.5
4565.5
4565.25
4565.5
4565.5
4565.5
4565.5
4565.5
4565.5
4565.5
4565.75
4565.75
4565.5
4565.5
4565.25
4565.0
4565.0
4565.0
4565.5
4565.5
4565.5
4565.25
4565.25
4565.25
4565.0
4565.25
4565.25
4565.25
4565.25
4565.25
4565.25
4565.0
4565.0
4565.0
4565.0
4565.0
4565.25
4565.0
4565.0
4565.0
4565.0
4564.5
4564.25
4564.25
4564.0
4564.25
4564.25
4564.25
4564.25
4564.25
4564.25
4564.5
4564.25
4564.25
4564.25
4564.0
4563.75
4564.0
4564.0
4564.0
4564.0
4564.25
4564.25
4564.0
4564.25
4564.25
4564.25
4564.25
4564.0
4564.0
4564.25
