ts_event,open,high,low,close,volume
1639440000000000000,31790000000,35000000000,20020000000,22690000000,70557
1639526400000000000,22960000000,24030000000,18960000000,20390000000,35561
1639612800000000000,19660000000,19990000000,15740000000,16230000000,91704
1639699200000000000,15020000000,16200000000,12780000000,13890000000,60187
1639958400000000000,12950000000,14810000000,12630000000,14650000000,34535
1640044800000000000,14630000000,15020000000,12100000000,12200000000,68366
1640131200000000000,12410000000,12860000000,11660000000,12500000000,26311
1640217600000000000,12980000000,16630000000,12140000000,14900000000,23844
1640563200000000000,15500000000,15510000000,14510000000,15180000000,35549
1640649600000000000,14620000000,14650000000,12990000000,13410000000,21504
1640736000000000000,13410000000,13860000000,13010000000,13800000000,10298
1640822400000000000,13800000000,14380000000,13610000000,14200000000,14804
1640908800000000000,14200000000,15320000000,13690000000,15050000000,29080
1641168000000000000,14010000000,16780000000,14000000000,14440000000,23354
1641254400000000000,14690000000,15080000000,13270000000,13700000000,15213
1641340800000000000,13890000000,14120000000,12720000000,12750000000,22573
1641427200000000000,12400000000,13640000000,12250000000,13390000000,12190
1641513600000000000,13170000000,13320000000,12010000000,12910000000,19553
1641772800000000000,12700000000,12800000000,11810000000,12510000000,9065
1641859200000000000,12400000000,14230000000,12400000000,14150000000,11031
1641945600000000000,14140000000,15790000000,14100000000,15540000000,22361
1642032000000000000,15790000000,15790000000,14495000000,15130000000,12868
1642118400000000000,15060000000,15230000000,14830000000,15000000000,7664
1642464000000000000,14540000000,14910000000,14000000000,14000000000,26461
1642550400000000000,13930000000,14450000000,13780000000,13780000000,20033
1642636800000000000,14380000000,14380000000,13810000000,13810000000,17959
1642723200000000000,13490000000,13600000000,12350000000,12570000000,29617
1642982400000000000,12060000000,12460000000,11430000000,11750000000,32360
1643068800000000000,11370000000,12250000000,10930000000,11140000000,29898
1643155200000000000,11570000000,11570000000,10750000000,10900000000,21860
1643241600000000000,11100000000,11760000000,10800000000,11040000000,108409
1643328000000000000,11190000000,11320000000,10550000000,11050000000,53990
1643587200000000000,11550000000,11740000000,11110000000,11680000000,42337
1643673600000000000,11840000000,13040000000,11500000000,12860000000,32558
1643760000000000000,13160000000,13820000000,12590000000,12590000000,20696
1643846400000000000,12500000000,13280000000,12410000000,12670000000,22693
1643932800000000000,12840000000,13090000000,12340000000,12610000000,45734
1644192000000000000,12850000000,13290000000,12700000000,13000000000,47154
1644278400000000000,13000000000,13270000000,12800000000,13000000000,24695
1644364800000000000,13640000000,13640000000,12990000000,13100000000,28202
1644451200000000000,13100000000,13320000000,12750000000,13090000000,31783
1644537600000000000,12950000000,13410000000,12920000000,13000000000,18716
1644796800000000000,12760000000,12760000000,11260000000,12420000000,60978
1644883200000000000,12550000000,13120000000,12550000000,12700000000,43754
1644969600000000000,12510000000,12880000000,12380000000,12450000000,34759
1645056000000000000,12390000000,12600000000,11260000000,11500000000,34927
1645142400000000000,11420000000,12070000000,11310000000,11310000000,34827
1645488000000000000,11410000000,11770000000,11410000000,11740000000,35868
1645574400000000000,11730000000,11730000000,10980000000,11250000000,47764
1645660800000000000,10340000000,11350000000,10080000000,11090000000,71274
1645747200000000000,11180000000,11790000000,10610000000,11500000000,78522
1646006400000000000,11210000000,12250000000,11160000000,11680000000,49083
1646092800000000000,11710000000,12000000000,10880000000,11090000000,28338
1646179200000000000,11150000000,11150000000,9270000000,9290000000,38645
1646265600000000000,9320000000,9540000000,7370000000,7500000000,109745
1646352000000000000,8000000000,8420000000,5940000000,6000000000,145370
1646611200000000000,6010000000,6850000000,4030000000,4900000000,260418
1646697600000000000,4860000000,6135000000,4710000000,5190000000,114440
1646784000000000000,5630000000,6580000000,5210000000,5830000000,128924
1646870400000000000,5530000000,6600000000,5430000000,6370000000,83318
1646956800000000000,6760000000,10430000000,6740000000,9150000000,857642
1647216000000000000,8950000000,9840000000,7690000000,7760000000,473049
1647302400000000000,8090000000,8110000000,7030000000,7790000000,104583
1647388800000000000,8250000000,8890000000,7240000000,7600000000,482821
1647475200000000000,7520000000,7960000000,7040000000,7630000000,516524
1647561600000000000,8270000000,8270000000,7370000000,7540000000,1761129
1647820800000000000,7500000000,8700000000,7210000000,8470000000,554188
1647907200000000000,8930000000,9020000000,8150000000,8150000000,500955
1647993600000000000,8380000000,8730000000,7870000000,8280000000,67886
1648080000000000000,8450000000,9350000000,8260000000,8800000000,97624
1648166400000000000,9800000000,9860000000,8730000000,9000000000,134198
1648425600000000000,9490000000,9610000000,9000000000,9220000000,101914
1648512000000000000,9020000000,9490000000,8340000000,8920000000,95811
1648598400000000000,8780000000,8780000000,8010000000,8140000000,129510
1648684800000000000,8670000000,8670000000,7600000000,7640000000,86493
1648771200000000000,8410000000,8490000000,7620000000,8210000000,98603
1649030400000000000,8170000000,9100000000,8170000000,8750000000,83123
1649116800000000000,8940000000,9180000000,8070000000,8090000000,101066
1649203200000000000,8030000000,8140000000,7840000000,7920000000,82183
1649289600000000000,7900000000,8170000000,7720000000,8090000000,51623
1649376000000000000,8040000000,8040000000,7760000000,7880000000,62479
1649635200000000000,7790000000,8110000000,7320000000,7320000000,88375
1649721600000000000,7100000000,7150000000,5320000000,5620000000,1095217
1649808000000000000,5590000000,6220000000,5160000000,5980000000,353354
1649894400000000000,5980000000,6170000000,5650000000,5670000000,183170
1650240000000000000,5700000000,6060000000,5520000000,5980000000,124784
1650326400000000000,5910000000,6240000000,5660000000,5830000000,169002
1650412800000000000,5810000000,6110000000,5250000000,5330000000,222524
1650499200000000000,5450000000,5600000000,4750000000,4760000000,194083
1650585600000000000,4980000000,5150000000,4500000000,4580000000,163560
1650844800000000000,4410000000,4690000000,3810000000,4080000000,379297
1650931200000000000,4120000000,4120000000,3410000000,3450000000,382369
1651017600000000000,3620000000,3670000000,3260000000,3610000000,181854
1651104000000000000,3380000000,3660000000,3150000000,3560000000,176026
1651190400000000000,3440000000,4200000000,3440000000,3970000000,193840
1651449600000000000,3780000000,4190000000,3770000000,4110000000,146725
1651536000000000000,4310000000,4400000000,3970000000,4000000000,159860
1651622400000000000,3940000000,4050000000,3620000000,4000000000,124937
1651708800000000000,3850000000,4110000000,3360000000,3440000000,81287
1651795200000000000,3310000000,3540000000,3150000000,3410000000,86460
1652054400000000000,3200000000,3260000000,2950000000,3000000000,161484
1652140800000000000,3110000000,3220000000,2860000000,2940000000,93153
1652227200000000000,2970000000,2970000000,2615000000,2630000000,132091
1652313600000000000,2700000000,3200000000,2540000000,3200000000,135611
1652400000000000000,3130000000,3540000000,3130000000,3370000000,252553
1652659200000000000,3390000000,3590000000,3210000000,3300000000,87329
1652745600000000000,3700000000,3700000000,3240000000,3320000000,67034
1652832000000000000,3230000000,3380000000,3050000000,3220000000,92024
1652918400000000000,3240000000,3320000000,3120000000,3190000000,76300
1653004800000000000,3240000000,3290000000,2760000000,3010000000,136655
1653264000000000000,2960000000,3060000000,2850000000,2850000000,61760
1653350400000000000,2870000000,2930000000,2745000000,2750000000,74806
1653436800000000000,2810000000,2960000000,2810000000,2930000000,47375
1653523200000000000,2990000000,3430000000,2930000000,3430000000,60251
1653609600000000000,3290000000,3510000000,3270000000,3300000000,52930
1653955200000000000,3340000000,3340000000,3100000000,3190000000,216724
1654041600000000000,3170000000,3230000000,2910000000,3040000000,84609
1654128000000000000,3050000000,3460000000,3040000000,3370000000,91490
1654214400000000000,3360000000,3670000000,3240000000,3670000000,66700
1654473600000000000,3700000000,3750000000,2910000000,3070000000,128950
1654560000000000000,2960000000,2960000000,2680000000,2950000000,119480
1654646400000000000,2820000000,2840000000,2650000000,2700000000,67829
1654732800000000000,2680000000,2680000000,2450000000,2450000000,77706
1654819200000000000,2450000000,2490000000,2330000000,2490000000,74332
1655078400000000000,2220000000,2300000000,1950000000,2010000000,154148
1655164800000000000,2050000000,2070000000,1870000000,1990000000,68763
1655251200000000000,2020000000,2060000000,1910000000,2000000000,73803
1655337600000000000,1920000000,1990000000,1875000000,1890000000,102588
1655424000000000000,2010000000,2120000000,1940000000,2080000000,386289
1655769600000000000,2170000000,2170000000,1850000000,1910000000,105301
1655856000000000000,1800000000,1865000000,1645000000,1730000000,106813
1655942400000000000,1720000000,1750000000,1570000000,1590000000,93198
1656028800000000000,1660000000,1705000000,1510000000,1510000000,2429354
1656288000000000000,1560000000,1560000000,1350000000,1390000000,112850
1656374400000000000,1400000000,1510000000,1390000000,1500000000,44274
1656460800000000000,1440000000,1440000000,1230000000,1300000000,82750
1656547200000000000,1260000000,1270000000,1150000000,1200000000,81493
1656633600000000000,1210000000,1270000000,1200000000,1250000000,62921
1656979200000000000,1240000000,1350000000,1190000000,1320000000,86449
1657065600000000000,1320000000,1440000000,1280000000,1400000000,90057
1657152000000000000,1400000000,1590000000,1400000000,1570000000,75553
1657238400000000000,1610000000,1750000000,1550000000,1650000000,65567
1657497600000000000,1650000000,1650000000,1455000000,1470000000,81405
1657584000000000000,1390000000,1520000000,1300000000,1380000000,72593
1657670400000000000,1380000000,1440000000,1340000000,1410000000,39699
1657756800000000000,1430000000,1500000000,1340000000,1380000000,85836
1657843200000000000,1430000000,1520000000,1370000000,1490000000,229695
1658102400000000000,1530000000,1620000000,1460000000,1540000000,58884
1658188800000000000,1540000000,1790000000,1540000000,1730000000,111102
1658275200000000000,1770000000,1870000000,1680000000,1720000000,82236
1658361600000000000,1740000000,1740000000,1590000000,1600000000,63958
1658448000000000000,1650000000,1750000000,1490000000,1550000000,57415
1658707200000000000,1540000000,1600000000,1460000000,1560000000,59554
1658793600000000000,1530000000,1550000000,1320000000,1400000000,45848
1658880000000000000,1330000000,1380000000,1280000000,1330000000,49629
1658966400000000000,1390000000,1460000000,1330000000,1460000000,43712
1659052800000000000,1420000000,1460000000,1380000000,1440000000,28346
1659312000000000000,1420000000,1470000000,1350000000,1370000000,48594
1659398400000000000,1390000000,1520000000,1370000000,1440000000,60410
1659484800000000000,1490000000,1730000000,1450000000,1450000000,90509
1659571200000000000,1540000000,1610000000,1420000000,1490000000,63653
1659657600000000000,1450000000,1500000000,1370000000,1450000000,51426
1659916800000000000,1490000000,1650000000,1460000000,1570000000,54882
1660003200000000000,1590000000,1590000000,1420000000,1470000000,35667
1660089600000000000,1510000000,1640000000,1460000000,1610000000,57274
1660176000000000000,1650000000,1725000000,1620000000,1690000000,96141
1660262400000000000,1690000000,1740000000,1660000000,1700000000,68586
1660521600000000000,1690000000,1990000000,1650000000,1930000000,83548
1660608000000000000,1960000000,1960000000,1540000000,1650000000,104739
1660694400000000000,1790000000,1820000000,1400000000,1400000000,113702
1660780800000000000,1480000000,1520000000,1325000000,1440000000,60430
1660867200000000000,1380000000,1460000000,1320000000,1410000000,87567
1661126400000000000,1350000000,1400000000,1295000000,1380000000,65369
1661212800000000000,1400000000,1430000000,1360000000,1370000000,44449
1661299200000000000,1370000000,1420000000,1350000000,1370000000,40246
1661385600000000000,1400000000,1420000000,1330000000,1370000000,23027
1661472000000000000,1420000000,1420000000,1290000000,1380000000,56949
1661731200000000000,1360000000,1370000000,1285000000,1360000000,48699
1661817600000000000,1400000000,1550000000,1390000000,1440000000,87019
1661904000000000000,1510000000,1540000000,1390000000,1440000000,444681
1661990400000000000,1550000000,1550000000,1340000000,1350000000,63813
1662076800000000000,1320000000,1410000000,1320000000,1350000000,29584
1662422400000000000,1390000000,1390000000,1200000000,1210000000,54712
1662508800000000000,1210000000,1220000000,1065000000,1130000000,75744
1662595200000000000,1140000000,1200000000,1075000000,1190000000,37850
1662681600000000000,1240000000,1310000000,1210000000,1270000000,58968
1662940800000000000,1270000000,1270000000,1190000000,1240000000,34863
1663027200000000000,1210000000,1220000000,1110000000,1200000000,24735
1663113600000000000,1130000000,1180000000,1130000000,1160000000,21620
1663200000000000000,1110000000,1190000000,1100000000,1160000000,58359
1663286400000000000,1170000000,1190000000,1115000000,1170000000,747974
1663545600000000000,1200000000,1200000000,1080000000,1120000000,36797
1663632000000000000,1120000000,1140000000,1070000000,1080000000,60466
1663718400000000000,1060000000,1170000000,1060000000,1160000000,24576
1663804800000000000,1140000000,1180000000,1060000000,1120000000,134297
1663891200000000000,1100000000,1140000000,1030000000,1110000000,83222
1664150400000000000,1110000000,1200000000,1030000000,1050000000,21489
1664236800000000000,1150000000,1160000000,1060000000,1120000000,31034
1664323200000000000,1070000000,1380000000,1060000000,1350000000,75877
1664409600000000000,1290000000,1320000000,1240000000,1250000000,34311
1664496000000000000,1280000000,1330000000,1230000000,1260000000,36765
1664755200000000000,1230000000,1490000000,1200000000,1420000000,97387
1664841600000000000,1450000000,1580000000,1430000000,1480000000,38076
1664928000000000000,1580000000,1600000000,1500000000,1540000000,33041
1665014400000000000,1520000000,1800000000,1520000000,1700000000,73411
1665100800000000000,1790000000,1790000000,1305000000,1350000000,89792
1665360000000000000,1370000000,1410000000,1290000000,1300000000,25649
1665446400000000000,1330000000,1330000000,1125000000,1130000000,52698
1665532800000000000,1170000000,1190000000,1120000000,1130000000,21604
1665619200000000000,1120000000,1200000000,1050000000,1200000000,42836
1665705600000000000,1220000000,1220000000,1065000000,1090000000,20519
1665964800000000000,1160000000,1185000000,1110000000,1170000000,26202
1666051200000000000,1210000000,1230000000,1145000000,1170000000,12790
1666137600000000000,1130000000,1180000000,1100000000,1130000000,26575
1666224000000000000,1120000000,1190000000,1090000000,1110000000,28499
1666310400000000000,1120000000,1210000000,1060000000,1210000000,64038
1666569600000000000,1200000000,1280000000,1160000000,1270000000,28329
1666656000000000000,1270000000,1410000000,1200000000,1410000000,33941
1666742400000000000,1400000000,1480000000,1350000000,1400000000,22030
1666828800000000000,1410000000,1410000000,1165000000,1250000000,128837
1666915200000000000,1200000000,1200000000,1120000000,1200000000,24921
1667174400000000000,1130000000,1165000000,1130000000,1140000000,37010
1667260800000000000,1160000000,1190000000,1110000000,1140000000,53603
1667347200000000000,1120000000,1150000000,1050000000,1110000000,91402
1667433600000000000,1120000000,1120000000,1050000000,1080000000,24571
1667520000000000000,1080000000,1110000000,1050000000,1100000000,48470
1667779200000000000,1120000000,1125000000,1050000000,1070000000,18903
1667865600000000000,1070000000,1090000000,990000000,1010000000,31878
1667952000000000000,1010000000,1010000000,799000000,799000000,101436
1668038400000000000,927100000,970000000,888700000,910000000,82295
1668124800000000000,890000000,1190000000,889100000,1150000000,280262
1668384000000000000,1220000000,1290000000,1050000000,1170000000,33347
1668470400000000000,1110000000,1245000000,1110000000,1180000000,40853
1668556800000000000,1220000000,1220000000,1080000000,1090000000,43702
1668643200000000000,1080000000,1130000000,1070000000,1120000000,33824
1668729600000000000,1170000000,1170000000,929900000,980000000,179050
1668988800000000000,981700000,981700000,821500000,832300000,79979
1669075200000000000,846900000,848000000,657400000,694200000,143913
1669161600000000000,698000000,961100000,689900000,927400000,28206
1669334400000000000,930000000,960000000,830000000,891400000,17300
1669593600000000000,864700000,1080000000,749900000,790200000,52199
1669680000000000000,830200000,851200000,710000000,710000000,73421
1669766400000000000,706100000,877100000,706100000,830000000,77924
1669852800000000000,840100000,845200000,770000000,777900000,28161
1669939200000000000,826700000,932100000,783600000,810000000,37420
1670198400000000000,897000000,930000000,760000000,778200000,31556
1670284800000000000,843100000,920000000,760300000,906300000,94102
1670371200000000000,890000000,919900000,803100000,810200000,34157
1670457600000000000,850000000,1070000000,832400000,1050000000,153992
1670544000000000000,1080000000,1290000000,970000000,1180000000,133107
1670803200000000000,1160000000,1180000000,605400000,804900000,466653
1670889600000000000,780000000,900000000,660300000,690000000,269747
1670976000000000000,706800000,750000000,636200000,646000000,237662
1671062400000000000,674600000,690000000,580100000,596000000,176273
1671148800000000000,640100000,641100000,583100000,617600000,622153
1671408000000000000,630000000,630000000,540000000,540000000,81380
1671494400000000000,580000000,600000000,550500000,580900000,93271
1671580800000000000,532900000,605000000,532900000,589900000,103892
1671667200000000000,610000000,647800000,560000000,647800000,89169
1671753600000000000,610000000,830000000,610000000,773800000,136807
1672099200000000000,779900000,780000000,651400000,686000000,123138
1672185600000000000,678900000,700000000,585100000,600000000,149465
1672272000000000000,594000000,670000000,594000000,670000000,44668
1672358400000000000,621600000,738000000,621600000,665600000,115965
1672704000000000000,666100000,730000000,666100000,714900000,42947
1672790400000000000,711100000,830000000,711100000,830000000,86386
1672876800000000000,800100000,800100000,721200000,725100000,65626
1672963200000000000,735000000,750800000,680000000,750800000,54306
1673222400000000000,730000000,730000000,690100000,697700000,82671
1673308800000000000,703000000,779900000,687100000,740000000,88307
1673395200000000000,840000000,840000000,734400000,754900000,76119
1673481600000000000,800000000,848000000,750100000,821100000,179941
1673568000000000000,830000000,949900000,800000000,900000000,178386
1673913600000000000,900000000,1020000000,900000000,1020000000,331578
1674000000000000000,1060000000,1060000000,805500000,896300000,134012
1674086400000000000,855000000,889000000,790100000,831900000,139592
1674172800000000000,872200000,890000000,840100000,890000000,111357
1674432000000000000,979900000,990000000,880600000,909500000,146508
1674518400000000000,896000000,966100000,860100000,953200000,105293
1674604800000000000,910100000,1080000000,910000000,1080000000,114682
1674691200000000000,1020000000,1140000000,1010000000,1050000000,185711
1674777600000000000,1060000000,1130000000,1040000000,1110000000,146411
1675036800000000000,1140000000,1170000000,1030000000,1040000000,144367
1675123200000000000,1000000000,1030000000,961500000,977300000,122248
1675209600000000000,980000000,1060000000,720000000,825000000,438953
1675296000000000000,820000000,820000000,660000000,690700000,3253458
1675382400000000000,705900000,750000000,670000000,695000000,1124391
1675641600000000000,690000000,699900000,630000000,636000000,831842
1675728000000000000,646100000,729000000,628000000,717900000,619823
1675814400000000000,699000000,720000000,674000000,720000000,294568
1675900800000000000,718000000,729900000,654000000,695100000,210894
1675987200000000000,620000000,670000000,620000000,637400000,191775
1676246400000000000,648000000,662600000,630000000,656300000,198972
1676332800000000000,635000000,642000000,567500000,580100000,741694
1676419200000000000,610000000,652900000,600100000,652900000,402453
1676505600000000000,654300000,709900000,620000000,669400000,337066
1676592000000000000,670200000,675800000,612000000,640000000,350671
1676937600000000000,649000000,687500000,606600000,655900000,379448
1677024000000000000,695000000,709900000,652400000,689800000,251865
1677110400000000000,710000000,710000000,665900000,694200000,146605
1677196800000000000,675000000,700000000,660000000,679900000,173892
1677456000000000000,670000000,695000000,624600000,630000000,229000
1677542400000000000,617200000,689900000,602600000,644800000,610032
1677628800000000000,650400000,669900000,591700000,640000000,254791
1677715200000000000,600000000,678700000,591600000,650000000,2255953
1677801600000000000,652000000,683400000,637100000,651800000,292515
1678060800000000000,676900000,676900000,620000000,655000000,367815
1678147200000000000,666200000,690000000,654900000,680000000,196382
1678233600000000000,689000000,725900000,661200000,677000000,344863
1678320000000000000,680000000,688800000,611000000,630000000,198811
1678406400000000000,623000000,625000000,560000000,578300000,302391
1678665600000000000,608400000,639800000,549900000,639000000,612716
1678752000000000000,650000000,673500000,580100000,580100000,252188
1678838400000000000,610000000,610000000,535900000,563000000,314390
1678924800000000000,570000000,570000000,535100000,550000000,398491
1679011200000000000,585100000,636500000,540000000,620000000,7131725
1679270400000000000,604800000,660000000,592500000,650000000,488424
1679356800000000000,640000000,755000000,640000000,750000000,968052
1679443200000000000,740000000,816000000,719900000,737000000,779793
1679529600000000000,737000000,803900000,730200000,780000000,288986
1679616000000000000,810000000,820000000,745000000,782500000,252685
1679875200000000000,777000000,780000000,712000000,757200000,378554
1679961600000000000,755000000,776800000,700100000,758600000,154736
1680048000000000000,779800000,799400000,749000000,780000000,292022
1680134400000000000,780000000,914300000,750100000,840000000,360638
1680220800000000000,815900000,954900000,792500000,910500000,1373190
1680480000000000000,929900000,1040000000,880000000,1040000000,798428
1680566400000000000,1020000000,1040000000,925300000,980000000,293515
1680652800000000000,960000000,975000000,910000000,930000000,287598
1680739200000000000,920000000,1000000000,885000000,970000000,312424
1681084800000000000,995000000,1200000000,990000000,1200000000,763767
1681171200000000000,1180000000,1490000000,1170000000,1460000000,1270351
1681257600000000000,1410000000,1670000000,1260000000,1350000000,993212
1681344000000000000,1400000000,1585000000,1350000000,1570000000,724085
1681430400000000000,1600000000,1610000000,1370000000,1440000000,745748
1681689600000000000,1410000000,1500000000,1310000000,1440000000,726109
1681776000000000000,1440000000,1640000000,1440000000,1640000000,706880
1681862400000000000,1560000000,1560000000,1420000000,1430000000,386334
1681948800000000000,1420000000,1595000000,1400000000,1410000000,813673
1682035200000000000,1360000000,1530000000,1340000000,1450000000,641873
1682294400000000000,1440000000,1540000000,1380000000,1430000000,510559
1682380800000000000,1400000000,1470000000,1360000000,1440000000,556229
1682467200000000000,1520000000,1725000000,1460000000,1580000000,1498995
1682553600000000000,1600000000,1760000000,1535000000,1690000000,688750
1682640000000000000,1650000000,1780000000,1580000000,1750000000,537412
1682899200000000000,1670000000,1770000000,1595000000,1670000000,553994
1682985600000000000,1610000000,1820000000,1610000000,1770000000,477165
1683072000000000000,1720000000,1820000000,1605000000,1820000000,713753
1683158400000000000,1810000000,1875000000,1760000000,1810000000,475036
1683244800000000000,1800000000,1880000000,1750000000,1840000000,393949
1683504000000000000,1820000000,1820000000,1630000000,1690000000,841632
1683590400000000000,1640000000,1720000000,1640000000,1680000000,214947
1683676800000000000,1730000000,1830000000,1690000000,1740000000,467934
1683763200000000000,1700000000,1730000000,1560000000,1640000000,489997
1683849600000000000,1570000000,1620000000,1515000000,1620000000,615130
1684108800000000000,1650000000,1670000000,1460000000,1580000000,461904
1684195200000000000,1550000000,1625000000,1530000000,1560000000,252917
1684281600000000000,1530000000,1680000000,1490000000,1670000000,304268
1684368000000000000,1630000000,1670000000,1580000000,1600000000,256549
1684454400000000000,1650000000,1650000000,1550000000,1560000000,218051
1684713600000000000,1530000000,1690000000,1490000000,1580000000,558497
1684800000000000000,1670000000,1735000000,1580000000,1590000000,292243
1684886400000000000,1570000000,1610000000,1510000000,1520000000,323978
1684972800000000000,1520000000,1540000000,1440000000,1450000000,262722
1685059200000000000,1500000000,1585000000,1480000000,1480000000,249318
1685404800000000000,1590000000,1690000000,1550000000,1550000000,598980
1685491200000000000,1520000000,1550000000,1455000000,1500000000,1406511
1685577600000000000,1500000000,1545000000,1460000000,1510000000,298901
1685664000000000000,1540000000,1570000000,1475000000,1490000000,263965
1685923200000000000,1520000000,1520000000,1390000000,1400000000,552439
1686009600000000000,1470000000,1500000000,1280000000,1500000000,585751
1686096000000000000,1490000000,1540000000,1430000000,1470000000,257074
1686182400000000000,1480000000,1490000000,1390000000,1430000000,199305
1686268800000000000,1450000000,1450000000,1315000000,1360000000,266756
1686528000000000000,1400000000,1400000000,1280000000,1380000000,285708
1686614400000000000,1360000000,1455000000,1340000000,1430000000,370112
1686700800000000000,1430000000,1475000000,1310000000,1350000000,446993
1686787200000000000,1330000000,1330000000,1250000000,1320000000,423138
1686873600000000000,1340000000,1470000000,1290000000,1450000000,3831684
1687219200000000000,1470000000,1690000000,1400000000,1690000000,858161
1687305600000000000,1840000000,1840000000,1640000000,1700000000,946044
1687392000000000000,1700000000,1735000000,1595000000,1650000000,587165
1687478400000000000,1650000000,1820000000,1590000000,1780000000,2294151
1687737600000000000,1780000000,1940000000,1675000000,1690000000,689111
1687824000000000000,1740000000,1870000000,1690000000,1870000000,1057336
1687910400000000000,1860000000,1860000000,1685000000,1700000000,627151
1687996800000000000,1760000000,1870000000,1715000000,1730000000,499380
1688083200000000000,1810000000,1855000000,1655000000,1750000000,692717
1688342400000000000,1760000000,2030000000,1750000000,2020000000,765881
1688515200000000000,2040000000,2275000000,1930000000,2250000000,1009909
1688601600000000000,2190000000,2410000000,2055000000,2410000000,1241979
1688688000000000000,2390000000,2740000000,2370000000,2700000000,1332442
1688947200000000000,2740000000,3240000000,2590000000,3190000000,1617865
1689033600000000000,3170000000,3440000000,3120000000,3440000000,1965509
1689120000000000000,3430000000,3560000000,3030000000,3190000000,1414898
1689206400000000000,3200000000,3990000000,3070000000,3910000000,2135990
1689292800000000000,3990000000,4020000000,3390000000,3560000000,1373863
1689552000000000000,3600000000,3915000000,3330000000,3570000000,1077204
1689638400000000000,3410000000,3530000000,3140000000,3460000000,866557
1689724800000000000,3460000000,3860000000,3390000000,3760000000,1334945
1689811200000000000,3790000000,4030000000,3415000000,3500000000,1276848
1689897600000000000,3440000000,3730000000,3245000000,3630000000,1047631
1690156800000000000,3610000000,3620000000,3265000000,3400000000,980514
1690243200000000000,3450000000,3860000000,3420000000,3460000000,1230293
1690329600000000000,3550000000,3790000000,3425000000,3680000000,1199248
1690416000000000000,3720000000,3860000000,3305000000,3360000000,1375590
